"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
84,2,1,1,1,3,1,2,3,1,1,4,1,3,3,1,1,1,2,32,1026,398,500,449,141,962,26,141,629,1629,2681,924,64,1591,449,603,552,64,12829,641.45
85,1,1,3,3,2,1,2,1,1,1,3,1,2,2,1,1,2,3,31,23,9,11,10,3,21,1,3,14,36,59,20,2,35,10,13,12,2,284,142
86,1,1,2,1,1,1,2,1,1,1,3,1,2,3,1,1,1,2,26,995,386,485,435,137,933,25,137,609,1579,2599,895,62,1542,435,584,535,62,12435,3108.75
87,2,1,2,1,2,1,2,1,1,1,3,1,1,3,1,1,1,1,26,139,54,68,61,19,131,4,19,85,221,364,125,9,216,61,82,75,9,1742,1742
88,3,1,2,1,3,1,2,1,1,1,4,1,2,4,2,1,1,3,34,105,41,51,46,14,98,3,14,64,166,273,94,7,162,46,61,56,7,1308,1308
89,3,1,2,1,1,1,2,2,1,1,3,1,1,3,3,1,1,1,29,125,49,61,55,17,118,3,17,77,199,327,113,8,194,55,74,67,8,1567,1567
90,2,1,3,1,1,2,3,1,1,1,5,1,2,4,3,1,1,1,34,29,11,14,13,4,27,1,4,18,46,75,26,2,45,13,17,16,2,363,181.5
92,1,3,2,1,3,1,2,3,3,1,2,1,3,2,1,1,3,3,36,1772,687,864,775,244,1662,44,244,1086,2814,4630,1595,111,2747,775,1041,953,111,22155,11077.5
93,1,1,3,1,1,1,3,2,3,1,3,1,3,2,2,1,1,1,31,3660,1418,1784,1601,503,3431,92,503,2242,5811,9562,3294,229,5673,1601,2150,1967,229,45750,22875
96,2,1,1,1,3,1,2,1,1,1,3,1,3,3,3,1,1,2,31,20,8,10,9,3,19,1,3,12,32,53,18,1,31,9,12,11,1,253,126.5
98,3,3,1,3,3,1,3,3,1,1,2,1,1,2,1,1,1,3,34,1618,627,789,708,223,1516,41,223,991,2568,4226,1456,101,2507,708,950,869,101,20222,10111
99,3,1,2,1,2,1,2,1,1,1,4,1,2,3,1,1,1,3,31,4203,1629,2049,1839,578,3940,105,578,2574,6672,10979,3782,263,6514,1839,2469,2259,263,52535,13133.75
101,2,1,2,3,2,1,3,2,1,1,2,3,1,2,2,1,2,1,32,1976,766,963,864,272,1852,49,272,1210,3137,5162,1778,124,3062,864,1161,1062,124,24698,12349
103,2,3,3,3,1,1,1,3,3,1,2,3,2,2,1,3,1,2,37,31,12,15,14,4,29,1,4,19,49,81,28,2,48,14,18,17,2,388,388
104,3,1,2,1,2,1,3,1,1,1,4,1,3,4,1,1,1,2,33,1015,393,495,444,140,952,25,140,622,1611,2652,914,64,1573,444,596,546,64,12690,12690
106,1,1,2,1,1,1,1,3,1,1,3,1,3,3,1,1,1,3,29,41,16,20,18,6,39,1,6,25,65,107,37,3,64,18,24,22,3,515,515
107,2,1,3,1,3,2,1,1,1,1,5,1,2,5,1,1,1,2,34,6699,2596,3266,2931,921,6281,168,921,4103,10635,17502,6030,419,10384,2931,3936,3601,419,83743,83743
108,1,1,2,1,2,1,3,2,1,1,4,1,2,3,2,1,1,1,30,2488,964,1213,1089,342,2333,62,342,1524,3950,6500,2239,156,3857,1089,1462,1337,156,31103,31103
109,1,1,1,1,2,1,0,1,1,1,4,1,3,4,1,1,1,1,26,9,3,4,4,1,8,0,1,5,13,22,8,1,13,4,5,5,1,107,53.5
110,1,2,2,2,2,1,2,3,1,1,3,1,1,2,2,1,1,1,29,1775,688,865,777,244,1664,44,244,1087,2817,4636,1597,111,2751,777,1043,954,111,22185,22185
111,1,1,2,1,3,1,1,2,1,1,4,1,3,4,1,1,1,2,31,11015,4268,5370,4819,1515,10326,275,1515,6747,17486,28776,9913,689,17073,4819,6471,5921,689,137687,137687
113,1,2,1,2,3,1,2,2,1,1,2,2,3,2,2,1,2,2,32,72,28,35,32,10,68,2,10,44,114,188,65,5,112,32,42,39,5,903,903
115,3,1,3,1,3,1,1,3,1,1,4,1,1,3,2,1,1,2,33,1022,396,498,447,141,958,26,141,626,1622,2669,920,64,1584,447,600,549,64,12774,12774
116,2,1,2,1,2,1,1,2,1,1,3,1,3,3,2,1,1,3,31,779,302,380,341,107,731,20,107,477,1237,2036,701,49,1208,341,458,419,49,9742,9742
117,2,1,2,1,3,1,3,3,1,1,3,1,1,3,3,1,1,2,33,893,346,435,391,123,837,22,123,547,1417,2332,803,56,1383,391,524,480,56,11159,11159
119,2,1,3,2,2,1,1,2,1,1,2,3,1,2,2,2,1,3,32,2079,806,1013,910,286,1949,52,286,1273,3300,5431,1871,130,3222,910,1221,1117,130,25986,6496.5
121,3,1,2,3,3,3,3,2,2,2,1,1,2,1,2,2,1,3,37,358,139,175,157,49,336,9,49,219,568,935,322,22,555,157,210,192,22,4474,2237
122,2,1,2,2,1,1,2,1,1,1,3,1,3,3,3,1,1,3,32,1354,525,660,593,186,1270,34,186,830,2150,3538,1219,85,2099,593,796,728,85,16931,846.55
123,1,1,1,1,2,1,3,3,1,1,3,1,1,3,1,1,1,3,29,528,205,258,231,73,495,13,73,324,838,1380,475,33,819,231,310,284,33,6603,3301.5
124,2,1,3,1,1,1,1,1,1,1,3,1,2,2,1,1,1,3,27,1563,606,762,684,215,1466,39,215,958,2482,4084,1407,98,2423,684,919,840,98,19543,9771.5
125,3,1,1,1,1,1,3,3,1,1,3,1,2,3,3,1,1,3,33,21,8,10,9,3,19,1,3,13,33,54,19,1,32,9,12,11,1,259,259
126,2,1,3,2,2,1,1,3,1,1,3,1,2,2,2,1,1,1,30,1150,446,561,503,158,1079,29,158,705,1826,3006,1035,72,1783,503,676,618,72,14380,14380
127,2,1,2,1,2,1,3,1,1,1,4,1,2,4,3,1,1,2,33,24,9,12,10,3,22,1,3,14,37,61,21,2,36,10,14,13,2,294,294
128,3,2,2,3,3,1,3,3,1,1,1,3,2,1,1,3,1,1,35,349,135,170,153,48,327,9,48,214,554,911,314,22,541,153,205,188,22,4363,2181.5
129,2,2,1,1,2,1,2,1,3,1,3,1,2,2,1,1,2,1,29,1415,548,690,619,195,1326,35,195,866,2245,3695,1273,89,2192,619,831,760,89,17682,17682
131,3,1,3,1,3,1,2,3,1,1,4,1,2,3,1,1,1,1,33,295,114,144,129,41,277,7,41,181,468,771,266,19,457,129,173,159,19,3690,3690
133,2,1,1,1,1,1,1,1,1,1,4,1,2,4,2,1,1,3,29,52,20,26,23,7,49,1,7,32,83,137,47,3,81,23,31,28,3,653,163.25
134,2,2,3,2,1,1,1,3,1,1,2,1,2,2,1,1,2,1,29,3519,1364,1715,1540,484,3299,88,484,2155,5586,9193,3167,220,5454,1540,2067,1891,220,43986,21993
135,2,1,2,1,1,2,2,1,1,1,6,1,2,5,1,1,1,3,34,76,30,37,33,11,71,2,11,47,121,199,69,5,118,33,45,41,5,954,477
136,1,1,1,1,3,1,0,2,1,1,4,1,3,3,3,1,1,1,29,9,3,4,4,1,8,0,1,5,14,22,8,1,13,4,5,5,1,108,5.4
138,3,1,2,1,1,1,1,1,1,1,4,1,3,3,2,1,1,3,31,2846,1103,1387,1245,391,2668,71,391,1743,4517,7434,2561,178,4411,1245,1672,1530,178,35571,35571
139,3,1,1,1,2,1,1,2,1,1,4,1,2,4,2,1,1,3,32,26,10,13,11,4,24,1,4,16,41,67,23,2,40,11,15,14,2,324,324
140,2,2,3,2,3,2,0,3,3,1,1,2,2,1,2,2,1,3,35,9,3,4,4,1,8,0,1,5,14,23,8,1,14,4,5,5,1,110,110
141,2,1,3,3,2,1,2,1,2,1,1,3,1,1,2,1,3,2,32,97,38,47,42,13,91,3,13,59,154,253,87,6,150,42,57,52,6,1210,302.5
142,2,1,3,1,1,1,2,1,1,1,4,1,3,3,1,1,1,3,31,614,238,300,269,85,576,15,85,376,975,1605,553,38,952,269,361,330,38,7679,7679
143,3,1,2,1,3,1,3,3,1,1,4,1,1,3,3,1,1,2,35,559,217,273,245,77,524,14,77,343,888,1461,503,35,867,245,329,301,35,6993,3496.5
144,3,1,1,1,1,1,2,1,1,1,3,1,3,3,3,1,1,3,31,1060,411,517,464,146,993,27,146,649,1682,2768,954,66,1642,464,623,570,66,13248,13248
145,2,2,1,2,2,1,3,2,3,1,2,2,1,2,1,1,3,3,34,138,54,67,61,19,130,4,19,85,219,361,124,9,214,61,81,74,9,1729,432.25
146,2,1,3,1,3,1,0,3,1,1,4,1,2,4,2,1,1,3,34,9,4,4,4,1,9,0,1,6,14,24,8,1,14,4,5,5,1,114,114
147,2,1,1,1,3,1,3,3,1,1,4,1,2,4,3,1,1,1,34,243,94,119,106,34,228,6,34,149,386,635,219,15,377,106,143,131,15,3040,3040
148,3,1,3,1,2,2,3,2,1,1,5,1,3,4,2,1,1,2,38,582,225,284,255,80,545,15,80,356,923,1519,523,36,902,255,342,313,36,7271,3635.5
150,1,1,1,1,1,1,3,2,1,1,4,1,2,4,3,1,1,2,31,1953,757,952,854,269,1831,49,269,1196,3100,5101,1757,122,3027,854,1147,1050,122,24410,12205
151,2,1,2,1,3,2,2,3,1,1,5,1,2,4,1,1,1,2,35,392,152,191,171,54,367,10,54,240,622,1023,352,25,607,171,230,210,25,4896,4896
154,3,1,3,1,1,1,1,2,1,1,3,1,2,3,2,1,1,2,30,2072,803,1010,907,285,1943,52,285,1269,3289,5413,1865,130,3212,907,1217,1114,130,25903,25903
155,3,2,3,2,2,1,3,3,1,1,3,1,1,2,3,1,1,2,35,386,150,188,169,53,362,10,53,236,613,1008,347,24,598,169,227,208,24,4825,4825
156,3,2,3,1,1,1,0,3,1,1,3,1,1,2,3,1,1,2,30,16,6,8,7,2,15,0,2,10,25,41,14,1,24,7,9,9,1,197,9.85
157,1,1,1,1,3,2,2,1,1,1,5,1,1,4,3,1,1,1,31,343,133,168,150,47,322,9,47,210,545,897,309,22,532,150,202,185,22,4293,4293
159,2,1,3,2,3,1,3,2,3,1,2,1,2,2,2,2,2,1,35,2119,821,1033,927,291,1986,53,291,1298,3363,5535,1907,133,3284,927,1245,1139,133,26485,13242.5
160,3,1,2,1,3,1,1,2,1,1,4,1,2,3,2,1,1,1,31,270,105,132,118,37,253,7,37,165,428,705,243,17,418,118,159,145,17,3374,1687
162,1,1,3,1,1,1,3,2,1,1,4,1,1,4,3,1,1,3,33,128,50,62,56,18,120,3,18,78,203,334,115,8,198,56,75,69,8,1599,1599
164,3,3,2,1,1,1,2,1,1,1,2,2,1,2,3,1,1,1,29,160,62,78,70,22,150,4,22,98,255,419,144,10,248,70,94,86,10,2002,2002
167,3,1,2,1,3,2,1,2,1,1,5,1,2,4,2,1,1,2,35,482,187,235,211,66,452,12,66,295,765,1259,434,30,747,211,283,259,30,6024,6024
168,3,1,1,1,2,2,2,1,1,2,7,1,2,6,3,1,1,2,39,32,12,16,14,4,30,1,4,20,51,84,29,2,50,14,19,17,2,401,401
169,1,1,2,1,1,1,3,2,1,1,4,1,3,4,3,1,1,1,32,20,8,10,9,3,19,1,3,13,32,53,18,1,32,9,12,11,1,255,127.5
172,2,3,3,1,3,1,1,3,1,1,3,1,2,2,1,1,1,3,33,1031,400,503,451,142,967,26,142,632,1637,2693,928,65,1598,451,606,554,65,12891,6445.5
173,2,1,3,1,2,1,3,3,1,1,4,1,2,3,2,1,1,3,35,144,56,70,63,20,135,4,20,89,229,377,130,9,224,63,85,78,9,1805,1805
175,2,1,2,2,1,1,3,1,1,1,3,1,1,2,3,1,1,2,29,956,371,466,418,132,897,24,132,586,1518,2498,861,60,1482,418,562,514,60,11955,5977.5
176,3,1,3,1,1,2,2,3,1,1,5,1,1,4,1,1,1,1,33,176,68,86,77,24,165,4,24,108,279,459,158,11,272,77,103,95,11,2197,2197
177,2,2,1,3,2,1,2,2,1,1,3,1,1,2,1,1,3,3,32,1047,406,511,458,144,982,26,144,642,1663,2736,943,66,1623,458,615,563,66,13093,6546.5
178,1,1,2,3,1,1,3,1,1,1,3,1,3,3,3,1,1,2,32,506,196,247,221,70,474,13,70,310,803,1322,455,32,784,221,297,272,32,6325,6325
179,3,3,1,3,1,1,2,3,1,1,3,1,2,2,2,1,2,2,34,557,216,272,244,77,522,14,77,341,885,1456,502,35,864,244,327,300,35,6968,6968
180,2,1,2,3,1,1,3,1,1,1,3,1,1,2,2,1,1,2,29,633,245,309,277,87,594,16,87,388,1005,1654,570,40,981,277,372,340,40,7915,3957.5
181,3,3,1,1,3,1,1,3,2,1,1,1,1,1,1,1,1,3,29,1812,702,884,793,249,1699,45,249,1110,2877,4734,1631,113,2809,793,1065,974,113,22652,11326
182,1,1,2,1,1,1,1,1,1,1,4,1,3,3,2,1,1,3,29,31,12,15,14,4,29,1,4,19,49,80,28,2,48,14,18,17,2,387,193.5
183,3,1,1,1,1,2,3,1,1,1,5,1,3,4,2,1,1,1,33,103,40,50,45,14,96,3,14,63,163,268,92,7,159,45,60,55,7,1284,1284
184,3,1,1,1,1,1,1,1,1,1,4,1,1,3,3,1,1,2,28,1321,512,644,578,182,1238,33,182,809,2097,3451,1189,83,2047,578,776,710,83,16513,16513
185,3,1,2,2,1,1,3,3,1,1,2,1,1,2,1,1,2,2,30,18,7,9,8,3,17,1,3,11,28,47,16,1,28,8,11,10,1,227,113.5
186,3,2,3,3,3,1,3,1,1,1,3,1,1,2,1,1,1,1,32,32,12,16,14,4,30,1,4,19,50,83,29,2,49,14,19,17,2,397,198.5
188,2,1,2,1,3,1,2,3,1,1,3,1,3,3,1,1,1,2,32,262,102,128,115,36,246,7,36,161,416,685,236,16,407,115,154,141,16,3279,1639.5
189,2,1,2,2,3,1,1,3,1,1,2,1,3,2,3,1,1,1,31,604,234,294,264,83,566,15,83,370,958,1577,543,38,935,264,355,324,38,7545,3772.5
190,2,1,1,1,1,2,3,1,1,1,6,1,1,5,1,1,1,2,32,161,62,78,70,22,151,4,22,98,255,420,145,10,249,70,94,86,10,2007,2007
191,1,3,1,1,2,1,3,2,1,3,2,2,1,2,1,2,1,2,31,93,36,45,41,13,87,2,13,57,147,242,83,6,144,41,54,50,6,1160,580
192,3,1,2,1,2,2,3,1,1,1,5,1,3,5,2,1,1,2,37,73,28,35,32,10,68,2,10,44,115,189,65,5,112,32,43,39,5,907,907
194,2,1,1,1,2,1,3,1,1,1,3,1,3,3,3,1,1,2,31,390,151,190,171,54,366,10,54,239,619,1018,351,24,604,171,229,210,24,4875,2437.5
196,3,1,3,1,3,1,0,1,1,1,3,1,2,3,1,1,1,1,28,15,6,7,7,2,14,0,2,9,24,39,13,1,23,7,9,8,1,187,187
197,2,1,2,1,2,2,1,1,1,1,6,1,1,5,3,1,1,2,34,61,24,30,27,9,57,2,9,38,97,160,55,4,95,27,36,33,4,768,768
198,1,1,1,1,2,2,3,1,1,2,7,1,3,6,2,2,1,3,40,1765,684,860,772,243,1655,44,243,1081,2802,4610,1588,110,2735,772,1037,949,110,22060,5515
199,3,1,3,1,1,1,0,2,1,1,4,1,2,3,2,1,1,1,29,9,3,4,4,1,8,0,1,5,14,23,8,1,14,4,5,5,1,110,5.5
200,1,3,3,3,3,1,3,3,3,1,2,1,1,2,1,1,1,2,35,166,64,81,73,23,156,4,23,102,263,433,149,10,257,73,97,89,10,2073,2073
201,2,1,1,1,3,1,3,1,1,1,3,1,3,2,1,1,1,1,28,309,120,151,135,43,290,8,43,190,491,808,278,19,479,135,182,166,19,3866,3866
